-9.000000000000000000e+01 -1.800000000000000000e+02 -7.760000000000000231e-01 -3.124500000000000099e+01 3.821000000000000085e+01 -1.614209999999999923e+02
-8.800000000000000000e+01 -1.800000000000000000e+02 -7.160999999999999588e+00 -3.354699999999999704e+01 -1.168580000000000041e+02 2.639499999999999957e+01
-8.600000000000000000e+01 -1.800000000000000000e+02 -2.599500000000000099e+01 -4.358500000000000085e+01 6.617600000000000193e+01 -1.216620000000000061e+02
-8.400000000000000000e+01 -1.800000000000000000e+02 -1.080000000000000071e+00 -9.835000000000000853e+00 -1.396510000000000105e+02 1.698590000000000089e+02
-8.200000000000000000e+01 -1.800000000000000000e+02 2.750000000000000222e-01 -2.099500000000000099e+01 -8.773499999999999943e+01 7.294400000000000261e+01
-8.000000000000000000e+01 -1.800000000000000000e+02 5.950000000000000178e+00 -2.195299999999999940e+01 5.865299999999999869e+01 -4.020000000000000284e+01
-7.800000000000000000e+01 -1.800000000000000000e+02 -6.046000000000000263e+00 -2.291000000000000014e+01 6.809300000000000352e+01 1.698089999999999975e+02
-7.600000000000000000e+01 -1.800000000000000000e+02 -4.083000000000000185e+00 -2.323499999999999943e+01 -7.546599999999999397e+01 6.073100000000000165e+01
-7.400000000000000000e+01 -1.800000000000000000e+02 -2.254000000000000004e+00 -2.424500000000000099e+01 1.086239999999999952e+02 -1.373249999999999886e+02
-7.200000000000000000e+01 -1.800000000000000000e+02 -1.171400000000000041e+01 -2.525499999999999901e+01 -5.986699999999999733e+01 1.417959999999999923e+02
-7.000000000000000000e+01 -1.800000000000000000e+02 -1.257000000000000028e+01 -2.544699999999999918e+01 -1.553619999999999948e+02 2.281200000000000117e+01
-6.800000000000000000e+01 -1.800000000000000000e+02 -1.342600000000000016e+01 -4.594700000000000273e+01 7.473499999999999943e+01 -1.063029999999999973e+02
-6.600000000000000000e+01 -1.800000000000000000e+02 -1.696499999999999986e+01 -3.119000000000000217e+00 -5.270999999999999908e+00 9.702100000000000080e+01
-6.400000000000000000e+01 -1.800000000000000000e+02 -9.228999999999999204e+00 -8.569999999999999840e-01 1.465080000000000098e+02 1.500500000000000114e+02
-6.200000000000000000e+01 -1.800000000000000000e+02 -2.362500000000000000e+01 -4.148400000000000176e+01 2.514799999999999969e+01 -1.544989999999999952e+02
-6.000000000000000000e+01 -1.800000000000000000e+02 -2.500000000000000000e+02 -2.500000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
-5.800000000000000000e+01 -1.800000000000000000e+02 -2.232300000000000040e+01 -2.666499999999999915e+01 5.423199999999999932e+01 -1.176129999999999995e+02
-5.600000000000000000e+01 -1.800000000000000000e+02 -1.181400000000000006e+01 -1.224699999999999989e+01 2.660800000000000054e+01 -1.687359999999999900e+02
-5.400000000000000000e+01 -1.800000000000000000e+02 -2.500000000000000000e+02 -2.500000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
-5.200000000000000000e+01 -1.800000000000000000e+02 -7.147999999999999687e+00 -8.522000000000000242e+00 1.369600000000000080e+02 3.024099999999999966e+01
-5.000000000000000000e+01 -1.800000000000000000e+02 -2.500000000000000000e+02 -2.500000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
-4.800000000000000000e+01 -1.800000000000000000e+02 -3.030799999999999983e+01 -3.180699999999999861e+01 -9.785999999999999588e+00 1.338400000000000034e+02
-4.600000000000000000e+01 -1.800000000000000000e+02 -3.416700000000000159e+01 -2.928000000000000114e+01 -2.727799999999999869e+01 -9.824500000000000455e+01
-4.400000000000000000e+01 -1.800000000000000000e+02 -5.278999999999999915e+00 -2.953099999999999881e+01 -8.621099999999999852e+01 8.409199999999999875e+01
-4.200000000000000000e+01 -1.800000000000000000e+02 -2.642099999999999937e+01 -2.978099999999999881e+01 1.141940000000000026e+02 -9.076900000000000546e+01
-4.000000000000000000e+01 -1.800000000000000000e+02 -2.469900000000000162e+01 -4.394100000000000250e+01 8.024699999999999989e+01 -9.755700000000000216e+01
-3.800000000000000000e+01 -1.800000000000000000e+02 -1.605499999999999972e+01 -1.082199999999999918e+01 1.110399999999999920e+01 1.174799999999999933e+01
-3.600000000000000000e+01 -1.800000000000000000e+02 -2.500000000000000000e+02 -2.500000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
-3.400000000000000000e+01 -1.800000000000000000e+02 -1.530000000000000071e+01 -5.485999999999999766e+00 1.063289999999999935e+02 1.047780000000000058e+02
-3.200000000000000000e+01 -1.800000000000000000e+02 -1.457000000000000028e+01 -2.292399999999999949e+01 4.753000000000000114e+01 8.073999999999999488e+01
-3.000000000000000000e+01 -1.800000000000000000e+02 -1.497100000000000009e+01 -2.198699999999999832e+01 -6.495799999999999841e+01 -1.092399999999999949e+01
-2.800000000000000000e+01 -1.800000000000000000e+02 -1.537299999999999933e+01 -2.105000000000000071e+01 -9.706600000000000250e+01 -1.270030000000000001e+02
-2.600000000000000000e+01 -1.800000000000000000e+02 -2.667800000000000082e+01 -5.699199999999999733e+01 -1.219249999999999972e+02 5.804200000000000159e+01
-2.400000000000000000e+01 -1.800000000000000000e+02 -2.130199999999999960e+01 -1.045100000000000051e+01 -2.828900000000000148e+01 1.262579999999999956e+02
-2.200000000000000000e+01 -1.800000000000000000e+02 -2.076300000000000168e+01 -4.291100000000000136e+01 -1.664699999999999847e+01 2.431599999999999895e+01
-2.000000000000000000e+01 -1.800000000000000000e+02 -2.022400000000000020e+01 -3.554800000000000182e+01 -7.741999999999999993e+00 -1.754079999999999870e+02
-1.800000000000000000e+01 -1.800000000000000000e+02 -1.758500000000000085e+01 -1.559800000000000075e+01 -1.015199999999999960e+02 5.010600000000000165e+01
-1.600000000000000000e+01 -1.800000000000000000e+02 -2.415599999999999881e+01 -2.128800000000000026e+01 -8.270199999999999818e+01 1.109219999999999970e+02
-1.400000000000000000e+01 -1.800000000000000000e+02 -5.820999999999999730e+00 -2.220000000000000195e+00 -1.029569999999999936e+02 1.051749999999999972e+02
-1.200000000000000000e+01 -1.800000000000000000e+02 -1.681000000000000050e+00 -9.769999999999999796e-01 -1.653679999999999950e+02 1.578170000000000073e+02
-1.000000000000000000e+01 -1.800000000000000000e+02 -1.490099999999999980e+01 -2.803200000000000003e+01 -6.480500000000000682e+01 1.219659999999999940e+02
-8.000000000000000000e+00 -1.800000000000000000e+02 -1.084900000000000020e+01 -2.032799999999999940e+01 -6.789300000000000068e+01 7.975199999999999534e+01
-6.000000000000000000e+00 -1.800000000000000000e+02 -9.528999999999999915e+00 -1.689799999999999969e+01 -3.428399999999999892e+01 -7.586799999999999500e+01
-4.000000000000000000e+00 -1.800000000000000000e+02 -1.294400000000000084e+01 -2.849800000000000111e+01 1.647319999999999993e+02 1.679850000000000136e+02
-2.000000000000000000e+00 -1.800000000000000000e+02 -1.446599999999999930e+01 -2.746199999999999974e+01 -1.019000000000000057e+02 -4.410999999999999588e+00
0.000000000000000000e+00 -1.800000000000000000e+02 -2.589499999999999957e+01 -2.495299999999999940e+01 -4.772599999999999909e+01 1.671599999999999966e+02
2.000000000000000000e+00 -1.800000000000000000e+02 5.102000000000000313e+00 -1.380709999999999980e+02 -4.410300000000000153e+01 1.358969999999999914e+02
